Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,edge_source,edge_target,Route_Type_Atlantic,Route_Type_Commodity,Route_Type_Intra-Asia,Route_Type_Pacific,Route_Type_Suez,Transportation_Mode_Air,Transportation_Mode_Sea,Product_Category_Auto Parts,Product_Category_Consumer Electronics,Product_Category_Perishable Foods,Product_Category_Pharmaceuticals,Product_Category_Raw Materials,Product_Category_Semiconductors,Product_Category_Textiles,Delivery_Status_Late,Delivery_Status_On Time,Disruption_Event_Geopolitical Conflict (Route Diversion),Disruption_Event_Port Congestion,Disruption_Event_Severe Weather (Typhoon/Storm),Mitigation_Action_Taken_Expedited Air Freight,Mitigation_Action_Taken_Re-routing,Mitigation_Action_Taken_Standard Shipping
3,6,20,14,0.77,5.1,2.96,140744.74,6024,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
2,5,8,3,0.84,4.1,3.92,88065.25,5274,98,123,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35,38,42,4,0.39,7.1,1.64,7226.05,9452,73,120,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
7,8,13,5,0.28,1.2,5.38,2516.8,3575,7,103,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,30,44,14,0.53,5.7,5.74,2461.46,2011,14,73,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
28,29,45,16,0.34,3.1,2.69,6907.97,6444,115,176,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,29,41,12,0.31,3.1,4.33,4466.58,4262,49,95,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,8,15,7,0.11,3.3,3.28,658.01,988,7,103,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
35,38,38,0,0.45,2.6,1.72,7027.57,8812,136,158,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
24,25,42,17,0.27,1.9,2.76,6106.68,4007,16,65,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,26,37,11,0.26,2.3,1.92,6482.45,6431,89,135,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
3,4,11,7,0.66,7.7,2.94,75289.63,3436,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
7,8,13,5,0.23,9.9,3.09,5609.53,7601,9,94,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
28,29,47,18,0.19,4.2,4.25,4387.78,4609,26,101,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
24,25,36,11,0.82,2.6,3.75,11968.32,8220,90,142,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
2,5,6,1,0.37,8.9,4.29,107012.07,7890,83,120,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
24,27,40,13,0.21,4.7,1.0,8348.99,8625,16,65,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
12,13,19,6,0.89,2.8,1.29,7256.76,6981,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,5,7,2,0.79,8.0,1.34,158966.23,9786,31,98,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,29,41,12,0.18,4.0,4.13,7029.02,7446,19,88,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
12,14,15,1,0.85,4.9,4.45,784.5,771,37,104,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,20,25,5,0.68,5.4,4.26,4543.06,4507,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
35,36,39,3,0.89,9.9,2.87,7325.36,4698,115,194,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
18,19,21,2,0.74,4.9,1.82,197.14,206,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
4,5,7,2,0.29,3.7,2.89,45047.57,3848,38,94,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35,36,38,2,0.16,8.9,4.07,1323.85,2075,115,194,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
28,29,43,14,0.67,5.0,2.72,11925.14,8926,98,124,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
35,38,43,5,0.31,5.7,3.77,1337.25,1856,115,194,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,8,10,2,0.13,0.9,6.16,2055.3,3307,30,92,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,6,19,13,0.76,2.3,3.4,8549.38,368,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
28,30,44,14,0.54,5.8,5.5,5717.71,3094,61,148,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,5,23,18,0.79,8.4,2.71,12192.05,516,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,13,16,3,0.39,1.9,1.49,869.24,1137,123,193,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
35,36,40,4,0.33,2.5,1.39,4368.52,5972,12,90,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
24,27,38,11,0.89,4.9,3.83,1298.82,859,16,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,9,13,4,0.45,0.5,1.71,3592.73,4505,120,194,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,25,42,17,0.32,6.0,3.07,487.87,462,16,65,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
18,19,28,9,0.58,4.6,2.44,5889.92,6213,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
18,19,26,7,0.44,4.5,1.16,1342.44,1695,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
28,30,44,14,0.76,3.7,5.21,10054.53,7141,86,125,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,10,14,4,0.2,4.0,5.86,3057.78,4633,120,194,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
35,38,40,2,0.25,4.3,3.53,3033.93,4413,19,84,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
28,30,39,9,0.83,3.6,1.44,11334.29,7742,98,124,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
7,10,13,3,0.16,4.1,3.2,776.04,1115,38,94,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
28,30,40,10,0.78,6.5,4.68,3557.15,2498,49,88,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
12,13,17,4,0.77,2.2,3.78,896.6,921,123,193,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,27,39,12,0.62,4.1,0.8,466.56,360,145,191,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
7,8,16,8,0.21,0.3,2.61,2908.36,4006,30,92,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
18,19,23,4,0.26,4.3,5.37,5373.52,7754,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,4,17,13,0.42,7.9,3.38,78368.66,4181,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,36,40,4,0.16,8.6,3.13,2568.59,4026,73,120,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,21,24,3,0.85,8.9,3.34,7140.82,7018,131,198,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
12,13,15,2,0.38,6.8,4.26,5763.09,7593,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,31,42,11,0.38,0.7,3.19,8533.92,7730,31,81,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,43,13,0.39,5.2,3.87,733.92,660,31,81,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,43,17,0.33,1.4,4.89,2305.7,2167,145,191,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
7,10,10,0,0.18,9.1,4.18,9607.47,9869,38,90,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
35,38,38,0,0.38,8.2,6.11,1118.01,1473,115,194,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
18,21,24,3,0.51,6.0,1.28,3865.98,4655,136,152,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
35,37,39,2,0.1,4.9,3.74,4020.83,6646,0,72,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2,5,7,2,0.84,3.1,2.5,71200.27,4264,98,123,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
35,36,40,4,0.81,2.1,2.96,3147.77,3162,15,94,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,10,14,4,0.55,6.7,1.63,208.44,163,30,92,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
24,25,41,16,0.73,0.4,4.84,8656.91,6255,68,136,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3,5,19,14,0.44,3.8,3.3,104582.02,5502,36,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
4,7,11,4,0.77,2.7,3.64,102785.53,6399,38,94,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,5,9,4,0.65,9.3,5.72,89962.29,6008,98,123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,30,44,14,0.34,6.6,5.48,14161.66,8807,133,186,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,25,45,20,0.48,8.6,4.35,15730.03,8857,82,142,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,37,43,6,0.27,1.0,3.33,2022.86,2896,115,194,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,25,44,19,0.36,5.3,4.02,3519.68,3235,2,64,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,8,11,3,0.44,5.6,3.34,6742.3,8513,38,90,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,26,43,17,0.65,7.1,3.62,10820.03,8197,145,191,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
7,10,14,4,0.45,4.1,1.31,7608.15,5830,30,92,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
12,13,15,2,0.62,3.0,3.31,5392.33,6052,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,37,38,1,0.4,4.0,4.62,6474.93,8409,12,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,21,27,6,0.21,8.1,3.8,5108.14,7036,131,198,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
18,21,24,3,0.62,4.3,3.97,5311.01,5464,131,198,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
18,20,26,6,0.48,1.6,5.07,4099.9,4617,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
35,36,40,4,0.11,5.1,3.84,5811.96,9520,12,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
35,36,41,5,0.58,2.9,1.4,357.16,411,19,84,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,31,46,15,0.36,5.4,4.75,2999.62,1838,14,73,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,25,40,15,0.46,3.7,3.37,1360.72,1165,89,135,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,37,11,0.47,5.3,3.85,749.1,637,17,66,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,48,18,0.2,1.3,4.54,8204.16,8546,31,81,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
35,36,41,5,0.42,3.0,6.0,4876.56,6244,115,194,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,37,41,4,0.83,1.8,2.76,2802.1,2784,115,194,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,21,23,2,0.79,2.5,1.4,2955.65,2752,136,152,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
28,29,47,18,0.77,9.1,4.91,2911.3,2056,100,125,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
2,3,5,2,0.62,3.2,4.71,52616.67,3579,83,120,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
4,5,8,3,0.15,4.4,2.76,31809.69,3048,83,120,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
18,19,20,1,0.75,9.8,3.81,4630.58,4811,69,144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24,27,36,9,0.88,1.2,3.15,8682.59,5773,35,65,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
7,10,13,3,0.78,7.8,2.86,428.8,438,7,103,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12,15,15,0,0.28,6.8,3.96,1061.63,1508,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
12,15,19,4,0.33,7.3,3.21,4713.79,6444,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,19,25,6,0.7,6.0,2.29,4001.8,4280,131,198,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
24,26,39,13,0.59,0.0,3.87,11239.39,8836,82,142,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,25,42,17,0.16,1.9,4.36,1833.26,1317,76,135,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
18,21,25,4,0.45,9.2,3.62,2951.9,3393,136,152,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
7,10,13,3,0.32,2.6,0.74,1680.69,2315,83,120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
35,38,38,0,0.82,0.5,2.2,2445.44,2443,15,94,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
35,36,41,5,0.61,1.2,3.71,5209.39,5883,115,194,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,30,39,9,0.12,6.7,1.23,5462.91,6097,92,128,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
28,30,48,18,0.26,2.8,4.46,8344.22,8278,98,124,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
18,19,21,2,0.75,9.3,2.54,6306.3,6552,136,152,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2,4,8,4,0.75,9.0,4.92,114258.38,6595,98,123,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
4,5,10,5,0.28,5.2,2.95,19991.14,1721,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
7,8,14,6,0.5,0.0,2.26,3898.95,4726,7,103,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,27,34,7,0.49,3.6,5.57,722.35,606,76,135,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,42,16,0.44,5.1,4.66,7473.6,4325,89,135,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,37,40,3,0.77,4.8,4.28,2211.79,2272,0,72,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,21,24,3,0.35,6.3,4.17,4796.82,5922,136,152,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
28,30,43,13,0.44,5.3,6.18,923.9,802,39,87,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
12,13,16,3,0.81,4.6,3.35,10334.79,6921,37,104,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
7,9,18,9,0.84,1.2,4.2,4354.18,3944,38,90,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3,5,19,14,0.53,9.5,3.5,138483.96,6857,108,130,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
28,31,42,11,0.33,4.1,3.58,1587.49,1492,61,148,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,10,16,6,0.65,2.4,6.1,4924.26,3316,120,194,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
7,8,10,2,0.46,9.4,3.1,6905.0,8599,38,90,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12,13,16,3,0.88,5.1,1.93,4801.9,4644,123,193,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12,13,19,6,0.88,0.5,4.68,1214.95,1175,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,21,21,0,0.51,1.9,4.85,1014.87,1222,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
7,8,10,2,0.3,4.6,4.27,4638.92,6488,120,194,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,20,23,3,0.71,9.7,5.38,6315.45,6715,69,144,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3,4,18,14,0.29,9.7,2.23,145538.33,8547,36,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
18,20,24,4,0.32,2.8,4.17,5472.59,7538,69,144,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,8,16,8,0.76,6.0,4.1,2716.03,2572,120,194,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
12,15,17,2,0.67,6.5,2.31,7114.7,7746,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
12,15,17,2,0.27,8.0,2.15,3112.52,4456,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24,27,43,16,0.38,9.9,2.81,3958.94,3586,90,142,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,31,41,10,0.14,9.7,3.73,2770.66,3038,61,148,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
18,20,21,1,0.7,1.8,1.42,8030.72,8589,69,144,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
28,29,41,12,0.84,0.6,3.84,2428.8,1650,49,95,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
35,38,42,4,0.35,9.5,3.33,5314.82,4772,115,194,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
18,21,26,5,0.88,2.6,4.54,11272.1,9993,136,152,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7,8,13,5,0.26,4.9,2.09,6298.33,6059,10,92,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
28,30,40,10,0.27,8.8,4.8,3828.29,3768,26,101,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
35,36,42,6,0.34,1.7,3.57,6629.32,8995,73,120,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
24,27,35,8,0.5,2.1,2.35,907.2,504,82,142,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
28,30,41,11,0.42,3.9,1.4,2299.26,2024,133,186,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
4,5,10,5,0.64,2.5,1.51,6414.57,431,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
12,15,16,1,0.53,1.9,2.13,4505.39,5354,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
28,29,42,13,0.64,2.1,3.25,8331.2,6350,115,176,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
4,6,9,3,0.31,9.5,2.93,75335.83,6337,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,25,38,13,0.84,4.0,4.04,3388.54,2302,145,191,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
35,36,41,5,0.89,0.4,0.73,4219.34,4059,15,94,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7,10,10,0,0.77,2.0,3.38,7769.51,7981,83,120,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
35,37,39,2,0.16,8.6,3.19,1723.88,2702,115,194,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,29,42,13,0.82,0.2,3.73,5663.11,2593,14,73,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
18,20,28,8,0.6,7.6,3.24,8260.8,8605,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,10,14,4,0.2,0.6,2.04,2425.5,3675,83,120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,19,24,5,0.76,8.0,2.46,5582.02,5286,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
12,13,15,2,0.48,1.0,4.31,774.93,952,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,31,48,17,0.29,4.2,1.72,8110.5,7859,49,88,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
12,13,19,6,0.26,9.5,4.65,4855.85,7007,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12,13,16,3,0.75,5.1,3.17,4529.53,4706,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,9,9,0,0.64,0.4,4.8,8680.85,9624,30,92,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
24,27,44,17,0.82,5.6,3.78,6161.79,4232,145,191,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
28,30,41,11,0.11,5.7,4.05,5411.47,6094,54,101,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
28,31,38,7,0.62,4.5,3.99,12166.85,9388,31,81,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,8,13,5,0.59,9.9,4.18,4390.31,4602,71,112,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
18,19,24,5,0.62,4.9,3.86,327.89,368,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,3,6,3,0.19,7.2,2.9,20378.18,1887,31,98,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
7,8,14,6,0.31,2.0,4.4,5360.52,7440,38,90,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,20,21,1,0.85,1.4,4.56,4791.4,4709,131,198,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,25,40,15,0.49,0.8,1.63,6113.18,3419,2,64,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
3,4,15,11,0.62,1.7,3.7,98002.87,4583,117,179,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,27,45,18,0.82,9.5,2.78,10181.81,6993,17,66,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7,8,14,6,0.48,2.9,2.77,630.04,774,30,92,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,6,17,11,0.11,8.8,2.7,108395.5,7398,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
7,9,11,2,0.44,6.5,1.48,2982.67,3766,7,103,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,27,36,9,0.51,5.5,3.94,3005.5,2488,90,142,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3,4,23,19,0.14,2.5,4.14,108992.66,7243,117,179,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,40,15,0.71,2.0,5.1,12455.63,9105,76,135,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2,5,7,2,0.23,7.5,2.02,31533.35,2825,83,120,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
4,6,11,5,0.52,1.1,3.57,34871.23,2528,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,26,36,10,0.78,5.6,3.16,11033.15,7748,17,66,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
