Order_ID,Order_Date,Origin_City,Destination_City,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Route_Type_Atlantic,Route_Type_Commodity,Route_Type_Intra-Asia,Route_Type_Pacific,Route_Type_Suez,Transportation_Mode_Air,Transportation_Mode_Sea,Product_Category_Auto Parts,Product_Category_Consumer Electronics,Product_Category_Perishable Foods,Product_Category_Pharmaceuticals,Product_Category_Raw Materials,Product_Category_Semiconductors,Product_Category_Textiles,Delivery_Status_Late,Delivery_Status_On Time,Disruption_Event_Geopolitical Conflict (Route Diversion),Disruption_Event_Port Congestion,Disruption_Event_Severe Weather (Typhoon/Storm),Mitigation_Action_Taken_Expedited Air Freight,Mitigation_Action_Taken_Re-routing,Mitigation_Action_Taken_Standard Shipping
ORD-830B2867,2025-01-07,"Hamburg, DE","New York, US",12,15,20,5,0.41,3.4,3.85,3789.09,4886,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-8A620311,2025-08-06,"Shanghai, CN","Los Angeles, US",18,21,24,3,0.41,0.8,3.88,5380.56,6360,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-4243BEBF,2024-11-15,"Mumbai, IN","Felixstowe, UK",24,26,35,9,0.45,5.3,4.23,1405.92,1212,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-6B9B5C11,2024-07-20,"Santos, BR","Shanghai, CN",35,37,43,6,0.15,4.9,3.36,5264.93,8324,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-7D039269,2024-12-06,"Shenzhen, CN","Rotterdam, NL",3,4,15,11,0.69,1.6,3.61,185959.49,8336,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-2D763DDD,2025-09-05,"Shenzhen, CN","Rotterdam, NL",28,30,47,17,0.13,7.7,2.91,2309.71,2555,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-C2869A76,2025-08-10,"Mumbai, IN","Felixstowe, UK",24,26,34,8,0.14,2.5,3.62,8094.46,5917,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-D40DDA17,2024-03-08,"Mumbai, IN","Felixstowe, UK",24,25,44,19,0.23,5.9,3.95,5417.9,5506,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-07A6CAC3,2025-08-02,"Shanghai, CN","Los Angeles, US",2,5,10,5,0.2,7.8,3.18,38182.32,3214,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
ORD-2600DB5B,2025-02-16,"Santos, BR","Shanghai, CN",35,38,41,3,0.27,3.8,4.89,4173.53,5975,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-CFA4DFC1,2025-02-16,"Tokyo, JP","Singapore, SG",7,8,11,3,0.13,3.1,3.63,4991.89,8032,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-4A7B4552,2025-12-28,"Hamburg, DE","New York, US",2,5,7,2,0.78,1.4,2.0,35990.0,2228,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-7B402895,2025-08-26,"Tokyo, JP","Singapore, SG",7,8,16,8,0.68,1.5,1.63,4443.26,4408,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-AC2EB87A,2025-07-22,"Mumbai, IN","Felixstowe, UK",24,26,43,17,0.31,4.3,3.92,8950.98,8541,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-5F95B9EC,2025-04-14,"Santos, BR","Shanghai, CN",35,36,40,4,0.84,0.3,3.88,7851.1,7758,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-B0B5CA02,2024-09-22,"Shenzhen, CN","Rotterdam, NL",28,31,37,6,0.37,3.0,4.24,10784.64,9840,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-15B30B75,2025-05-31,"Shenzhen, CN","Rotterdam, NL",28,29,46,17,0.87,7.1,3.39,5099.86,3409,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-6D62B7BC,2024-11-28,"Hamburg, DE","New York, US",12,15,18,3,0.17,9.9,6.49,3499.99,5439,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-78C1ADA3,2025-04-23,"Hamburg, DE","New York, US",12,14,16,2,0.53,2.7,4.61,2452.97,2915,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-AA4064D7,2025-04-20,"Shenzhen, CN","Rotterdam, NL",28,31,43,12,0.32,8.3,1.11,3123.65,2958,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-DA7F09E8,2024-10-19,"Hamburg, DE","New York, US",12,13,18,5,0.37,5.6,3.6,191.39,254,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-63C1D5E1,2024-01-15,"Shenzhen, CN","Rotterdam, NL",28,30,41,11,0.52,4.2,2.53,9428.86,7754,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-D1746EF8,2025-07-28,"Santos, BR","Shanghai, CN",35,36,40,4,0.22,5.1,2.73,458.29,683,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-623DB46C,2025-07-07,"Shenzhen, CN","Rotterdam, NL",28,30,45,15,0.62,2.3,3.81,12764.3,9849,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-452C35F4,2025-02-26,"Santos, BR","Shanghai, CN",35,37,42,5,0.25,4.0,3.66,734.25,1068,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-C1FEFC50,2024-06-21,"Hamburg, DE","New York, US",2,3,9,6,0.21,5.9,1.3,30614.33,2788,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-E19698B8,2025-12-30,"Shenzhen, CN","Rotterdam, NL",28,31,46,15,0.86,9.2,3.42,13878.58,9327,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-E5F9DA51,2025-06-11,"Mumbai, IN","Felixstowe, UK",24,27,45,18,0.3,2.5,6.47,5874.96,5649,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-D3D4B37B,2025-04-23,"Shenzhen, CN","Rotterdam, NL",28,30,37,7,0.2,7.7,4.54,6140.16,6396,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-D446EF79,2025-02-07,"Mumbai, IN","Felixstowe, UK",24,26,44,18,0.83,6.1,3.0,1134.59,775,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-E9FB02B6,2025-04-27,"Tokyo, JP","Singapore, SG",2,5,7,2,0.34,8.6,4.03,54491.2,4481,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-852E33AF,2025-11-12,"Mumbai, IN","Felixstowe, UK",24,25,35,10,0.45,8.1,3.02,736.61,635,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-67524716,2025-06-26,"Mumbai, IN","Felixstowe, UK",24,26,44,18,0.23,4.0,2.91,3309.18,3363,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-88A0C1D3,2025-07-27,"Shenzhen, CN","Rotterdam, NL",3,5,18,13,0.39,7.2,4.49,134197.27,7314,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-9FC9F078,2025-08-24,"Santos, BR","Shanghai, CN",4,5,8,3,0.86,0.8,4.88,31463.39,1864,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-0D690B32,2024-10-18,"Mumbai, IN","Felixstowe, UK",3,6,17,11,0.38,9.3,1.84,71224.56,3910,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-65966E2D,2025-02-23,"Shenzhen, CN","Rotterdam, NL",28,29,38,9,0.55,2.0,2.3,7572.69,6107,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-D99D44D0,2024-12-21,"Hamburg, DE","New York, US",12,14,17,3,0.83,3.4,4.52,5628.35,5592,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-80B933E4,2025-09-01,"Shanghai, CN","Los Angeles, US",18,20,29,9,0.87,8.7,2.18,6983.33,6224,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
ORD-6AFAB3DD,2024-05-06,"Mumbai, IN","Felixstowe, UK",24,26,35,9,0.62,2.6,6.63,8273.66,6384,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-82145C53,2024-10-15,"Mumbai, IN","Felixstowe, UK",24,25,35,10,0.86,8.1,3.89,7939.97,5336,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-ABB3F07C,2025-03-27,"Mumbai, IN","Felixstowe, UK",3,6,13,7,0.34,6.3,3.8,119942.33,6781,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-C56CF7A3,2025-03-08,"Mumbai, IN","Felixstowe, UK",24,25,40,15,0.36,9.4,3.24,1305.6,1200,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-607960CC,2024-09-24,"Shenzhen, CN","Rotterdam, NL",28,29,41,12,0.34,0.5,2.62,1546.9,1443,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-74272FD8,2024-04-29,"Tokyo, JP","Singapore, SG",7,10,13,3,0.54,3.3,0.21,7631.47,9010,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-D00E5E72,2024-04-05,"Mumbai, IN","Felixstowe, UK",24,26,43,17,0.59,3.7,3.91,4254.83,3345,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-48672487,2025-05-20,"Shenzhen, CN","Rotterdam, NL",28,31,42,11,0.66,7.2,4.15,5043.74,3798,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-FE8721E0,2025-01-03,"Hamburg, DE","New York, US",12,14,15,1,0.56,4.4,1.65,4688.11,5464,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-E38AFE88,2024-10-12,"Shenzhen, CN","Rotterdam, NL",28,31,43,12,0.8,1.9,3.57,4154.4,2885,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-7DF892F3,2024-05-31,"Shanghai, CN","Los Angeles, US",18,21,22,1,0.79,1.4,3.87,4730.53,4805,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-E41BD6AC,2024-05-21,"Shenzhen, CN","Rotterdam, NL",28,30,38,8,0.5,1.2,3.18,8870.4,4928,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-E77D4DB0,2024-02-23,"Hamburg, DE","New York, US",12,13,18,5,0.3,1.0,3.01,2625.48,2448,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-BBCDE66F,2024-09-28,"Shenzhen, CN","Rotterdam, NL",28,29,47,18,0.37,7.9,4.23,5130.38,4681,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-6AFE2FC1,2024-06-27,"Santos, BR","Shanghai, CN",35,37,38,1,0.89,2.3,7.76,8142.41,7833,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-815E801A,2025-05-11,"Shanghai, CN","Los Angeles, US",18,20,24,4,0.36,2.0,3.19,5992.98,8012,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-DB7A0E5D,2025-12-16,"Tokyo, JP","Singapore, SG",7,8,13,5,0.45,6.0,2.94,660.33,828,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-8A6E1B58,2024-08-28,"Shenzhen, CN","Rotterdam, NL",3,6,21,15,0.5,9.1,0.97,162498.6,8207,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-1C4E3092,2024-12-21,"Hamburg, DE","New York, US",12,13,18,5,0.54,1.5,1.98,6828.51,8062,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-10B7BE76,2024-07-22,"Shanghai, CN","Los Angeles, US",18,19,27,8,0.79,5.5,5.24,5676.08,5285,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-B544FB05,2025-12-11,"Tokyo, JP","Singapore, SG",7,8,10,2,0.29,3.3,4.28,1574.39,2219,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-D7B1663A,2024-06-08,"Mumbai, IN","Felixstowe, UK",24,27,33,6,0.15,8.6,4.5,3499.68,3804,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-4D7E4EBA,2024-01-27,"Shenzhen, CN","Rotterdam, NL",28,31,41,10,0.15,7.8,2.54,9102.48,9894,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-BA0917D7,2025-05-04,"Mumbai, IN","Felixstowe, UK",24,25,40,15,0.51,0.5,3.99,13731.34,7578,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-7526D319,2025-01-25,"Shanghai, CN","Los Angeles, US",18,19,25,6,0.87,2.9,4.97,2979.57,2897,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-B338E3DB,2024-09-19,"Shenzhen, CN","Rotterdam, NL",28,31,45,14,0.49,6.0,5.3,9690.96,8130,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-06F6EFD0,2025-08-05,"Mumbai, IN","Felixstowe, UK",24,25,34,9,0.48,8.1,3.83,8795.94,7429,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-9D12D167,2025-02-24,"Shenzhen, CN","Rotterdam, NL",28,30,45,15,0.18,0.8,3.94,3853.41,4082,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-AD30F7C2,2025-09-06,"Tokyo, JP","Singapore, SG",7,8,16,8,0.42,9.8,2.95,1868.44,2193,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-82E18DF8,2024-04-06,"Shenzhen, CN","Rotterdam, NL",3,6,13,7,0.25,4.6,2.74,55473.0,3362,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-FBBCE053,2025-05-19,"Santos, BR","Shanghai, CN",35,36,42,6,0.48,0.2,4.51,6145.7,7550,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-C2C4C6CF,2024-04-04,"Shenzhen, CN","Rotterdam, NL",28,29,43,14,0.78,6.4,4.4,8219.33,5772,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-52B5AA27,2024-06-17,"Shenzhen, CN","Rotterdam, NL",28,31,42,11,0.14,2.8,2.86,2541.74,2787,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-1F313A87,2025-02-16,"Shanghai, CN","Los Angeles, US",18,19,22,3,0.1,1.8,4.25,8508.72,9376,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-2EF8BFF3,2025-09-27,"Shenzhen, CN","Rotterdam, NL",28,31,40,9,0.64,3.8,3.49,9110.53,6944,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-3EA7E5FB,2024-06-06,"Shanghai, CN","Los Angeles, US",2,3,7,4,0.68,3.7,3.38,127304.1,8350,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-5B36B504,2025-07-01,"Shanghai, CN","Los Angeles, US",2,3,10,7,0.18,1.2,5.51,10443.71,894,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
ORD-D9C8012F,2025-08-09,"Shenzhen, CN","Rotterdam, NL",28,30,40,10,0.58,6.9,2.2,9300.51,7358,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-008D627E,2024-08-13,"Santos, BR","Shanghai, CN",35,37,42,5,0.34,4.6,2.83,74.44,101,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-98469526,2025-10-02,"Shanghai, CN","Los Angeles, US",18,19,24,5,0.65,8.2,4.02,285.87,315,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-E99AEA06,2025-09-22,"Hamburg, DE","New York, US",12,14,16,2,0.46,9.0,1.32,5092.63,6342,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-C8D482A8,2024-06-27,"Hamburg, DE","New York, US",2,5,10,5,0.19,3.3,3.08,17365.19,1608,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-AB60C398,2025-10-28,"Hamburg, DE","New York, US",12,14,17,3,0.64,3.7,2.83,838.86,930,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-06D1E7E1,2025-07-16,"Shanghai, CN","Los Angeles, US",18,19,24,5,0.84,3.7,3.33,6843.7,6199,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-4BE9D489,2024-02-08,"Hamburg, DE","New York, US",12,13,19,6,0.22,5.7,3.63,4448.73,6630,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-4AAF7C4C,2025-06-27,"Shanghai, CN","Los Angeles, US",18,19,23,4,0.59,4.7,2.83,2143.4,1634,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-9D8DEB36,2025-09-23,"Mumbai, IN","Felixstowe, UK",24,27,35,8,0.28,3.6,3.11,9683.97,9457,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-3F5B24D8,2025-11-24,"Shenzhen, CN","Rotterdam, NL",28,31,40,9,0.21,1.2,2.55,8192.18,8463,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-538A0905,2024-12-04,"Mumbai, IN","Felixstowe, UK",24,26,35,9,0.78,0.5,1.97,9123.57,6407,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-F6C75678,2024-08-08,"Shanghai, CN","Los Angeles, US",18,19,27,8,0.17,4.4,4.95,8496.65,8069,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
ORD-E806B998,2024-04-13,"Tokyo, JP","Singapore, SG",7,10,11,1,0.18,6.4,3.68,4831.81,7445,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-96A987BC,2024-01-14,"Shanghai, CN","Los Angeles, US",18,19,23,4,0.38,10.0,3.96,2592.74,3416,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-52CA8370,2025-12-11,"Shenzhen, CN","Rotterdam, NL",3,4,21,17,0.44,3.9,3.05,171224.06,9008,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-8703839E,2024-11-02,"Mumbai, IN","Felixstowe, UK",24,26,35,9,0.45,4.6,4.13,4613.31,3977,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-89D3F0B6,2024-02-26,"Tokyo, JP","Singapore, SG",7,9,11,2,0.37,1.3,2.6,3261.91,4329,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-0C7F9A46,2024-04-14,"Mumbai, IN","Felixstowe, UK",24,26,43,17,0.77,9.2,4.4,434.7,307,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-EC54E925,2024-01-29,"Mumbai, IN","Felixstowe, UK",24,25,41,16,0.14,4.8,3.4,1663.49,1824,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-301C1160,2025-01-08,"Tokyo, JP","Singapore, SG",7,8,13,5,0.19,6.5,1.76,4209.74,4288,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-1FF339F5,2025-06-25,"Shenzhen, CN","Rotterdam, NL",3,6,18,12,0.88,9.1,5.0,99040.66,3991,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-2BCF1127,2025-12-01,"Mumbai, IN","Felixstowe, UK",24,26,35,9,0.37,5.4,4.12,12068.62,7341,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-0DC5244E,2025-02-04,"Shenzhen, CN","Rotterdam, NL",28,30,42,12,0.72,5.0,5.02,19713.26,9551,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-30FB40EE,2024-07-08,"Tokyo, JP","Singapore, SG",7,9,13,4,0.62,6.1,1.79,3166.78,3258,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-EFDC54C1,2024-02-11,"Shenzhen, CN","Rotterdam, NL",28,29,39,10,0.5,1.6,3.23,296.4,247,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-36B6E151,2024-03-11,"Santos, BR","Shanghai, CN",35,38,40,2,0.34,7.8,3.1,471.68,640,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-3086AF20,2025-01-20,"Santos, BR","Shanghai, CN",35,36,39,3,0.66,6.7,3.96,1956.56,2143,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-7DE7E8C1,2024-10-03,"Mumbai, IN","Felixstowe, UK",3,6,24,18,0.7,5.8,4.83,69160.08,3082,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-5057106A,2025-04-07,"Tokyo, JP","Singapore, SG",7,10,11,1,0.67,2.8,4.79,2632.42,2866,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-73FC3AA4,2024-07-12,"Shenzhen, CN","Rotterdam, NL",3,6,20,14,0.77,5.1,2.96,140744.74,6024,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-B01C5072,2024-02-05,"Shanghai, CN","Los Angeles, US",2,5,8,3,0.84,4.1,3.92,88065.25,5274,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-719999CB,2025-09-06,"Santos, BR","Shanghai, CN",35,38,42,4,0.39,7.1,1.64,7226.05,9452,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-435A8FFD,2024-05-17,"Tokyo, JP","Singapore, SG",7,8,13,5,0.28,1.2,5.38,2516.8,3575,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-A855F78E,2025-04-28,"Shenzhen, CN","Rotterdam, NL",28,30,44,14,0.53,5.7,5.74,2461.46,2011,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-32B9163E,2024-05-14,"Shenzhen, CN","Rotterdam, NL",28,29,45,16,0.34,3.1,2.69,6907.97,6444,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-70300A68,2025-09-26,"Shenzhen, CN","Rotterdam, NL",28,29,41,12,0.31,3.1,4.33,4466.58,4262,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-43AD9492,2024-08-17,"Tokyo, JP","Singapore, SG",7,8,15,7,0.11,3.3,3.28,658.01,988,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
ORD-91E4654E,2025-01-03,"Santos, BR","Shanghai, CN",35,38,38,0,0.45,2.6,1.72,7027.57,8812,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
ORD-F8935DF6,2024-09-24,"Mumbai, IN","Felixstowe, UK",24,25,42,17,0.27,1.9,2.76,6106.68,4007,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-1CE0A68E,2024-11-27,"Mumbai, IN","Felixstowe, UK",24,26,37,11,0.26,2.3,1.92,6482.45,6431,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-D10AD383,2025-09-05,"Shenzhen, CN","Rotterdam, NL",3,4,11,7,0.66,7.7,2.94,75289.63,3436,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-0484F5C8,2025-07-05,"Tokyo, JP","Singapore, SG",7,8,13,5,0.23,9.9,3.09,5609.53,7601,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-8F8CEA78,2024-11-14,"Shenzhen, CN","Rotterdam, NL",28,29,47,18,0.19,4.2,4.25,4387.78,4609,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-7DA6ED2A,2025-03-23,"Mumbai, IN","Felixstowe, UK",24,25,36,11,0.82,2.6,3.75,11968.32,8220,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-EB0FE94A,2025-09-10,"Tokyo, JP","Singapore, SG",2,5,6,1,0.37,8.9,4.29,107012.07,7890,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
ORD-CEE5C09B,2025-07-24,"Mumbai, IN","Felixstowe, UK",24,27,40,13,0.21,4.7,1.0,8348.99,8625,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-B0D75EC2,2026-01-01,"Hamburg, DE","New York, US",12,13,19,6,0.89,2.8,1.29,7256.76,6981,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
